img1_path,img2_path,img1_breed,img2_breed,same_breed,label
(Preprocessed) breed_organized_with_images\Birman\train\Birman_32.jpg,(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_191.jpg,Birman,chihuahua,False,0
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_92.jpg,(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_60.jpg,British_Shorthair,great_pyrenees,False,0
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_174.jpg,(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_145.jpg,american_pit_bull_terrier,Russian_Blue,False,0
(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_113.jpg,(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_37.jpg,Russian_Blue,keeshond,False,0
(Preprocessed) breed_organized_with_images\boxer\train\boxer_134.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_56.jpg,boxer,pomeranian,False,0
(Preprocessed) breed_organized_with_images\pug\train\pug_197.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_62.jpg,pug,american_bulldog,False,0
(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_68.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_67.jpg,Russian_Blue,japanese_chin,False,0
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_55.jpg,(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_178.jpg,american_pit_bull_terrier,Bombay,False,0
(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_166.jpg,(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_139.jpg,japanese_chin,miniature_pinscher,False,0
(Preprocessed) breed_organized_with_images\Birman\train\Birman_175.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_119.jpg,Birman,pomeranian,False,0
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_82.jpg,(Preprocessed) breed_organized_with_images\Persian\train\Persian_255.jpg,english_setter,Persian,False,0
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_33.jpg,(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_87.jpg,american_pit_bull_terrier,english_setter,False,0
(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_139.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_14.jpg,Ragdoll,german_shorthaired,False,0
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_42.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_24.jpg,British_Shorthair,yorkshire_terrier,False,0
(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_159.jpg,(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_20.jpg,newfoundland,keeshond,False,0
(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_199.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_129.jpg,american_bulldog,newfoundland,False,0
(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_158.jpg,(Preprocessed) breed_organized_with_images\havanese\train\havanese_141.jpg,newfoundland,havanese,False,0
(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_127.jpg,(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_84.jpg,american_bulldog,Egyptian_Mau,False,0
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_191.jpg,(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_28.jpg,german_shorthaired,chihuahua,False,0
(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_191.jpg,(Preprocessed) breed_organized_with_images\Persian\train\Persian_121.jpg,wheaten_terrier,Persian,False,0
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_139.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_97.jpg,staffordshire_bull_terrier,german_shorthaired,False,0
(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_31.jpg,(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_53.jpg,english_cocker_spaniel,keeshond,False,0
(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_75.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_141.jpg,Maine_Coon,staffordshire_bull_terrier,False,0
(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_106.jpg,(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_139.jpg,wheaten_terrier,saint_bernard,False,0
(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_100.jpg,(Preprocessed) breed_organized_with_images\beagle\train\beagle_72.jpg,basset_hound,beagle,False,0
(Preprocessed) breed_organized_with_images\Birman\train\Birman_166.jpg,(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_265.jpg,Birman,Ragdoll,False,0
(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_125.jpg,(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_38.jpg,chihuahua,Russian_Blue,False,0
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_14.jpg,(Preprocessed) breed_organized_with_images\beagle\train\beagle_4.jpg,american_pit_bull_terrier,beagle,False,0
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_90.jpg,(Preprocessed) breed_organized_with_images\beagle\train\beagle_129.jpg,shiba_inu,beagle,False,0
(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_146.jpg,(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_168.jpg,yorkshire_terrier,keeshond,False,0
(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_47.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_37.jpg,Russian_Blue,german_shorthaired,False,0
(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_13.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_27.jpg,Russian_Blue,samoyed,False,0
(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_135.jpg,(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_46.jpg,Abyssinian,Bengal,False,0
(Preprocessed) breed_organized_with_images\beagle\train\beagle_97.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_122.jpg,beagle,staffordshire_bull_terrier,False,0
(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_174.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_51.jpg,keeshond,newfoundland,False,0
(Preprocessed) breed_organized_with_images\pug\train\pug_126.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_50.jpg,pug,Birman,False,0
(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_205.jpg,(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_105.jpg,Russian_Blue,keeshond,False,0
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_90.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_19.jpg,Siamese,pug,False,0
(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_10.jpg,(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_166.jpg,scottish_terrier,miniature_pinscher,False,0
(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_54.jpg,(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_58.jpg,miniature_pinscher,scottish_terrier,False,0
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_31.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_182.jpg,american_pit_bull_terrier,samoyed,False,0
(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_88.jpg,(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_182.jpg,Bombay,wheaten_terrier,False,0
(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_253.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_63.jpg,Russian_Blue,american_bulldog,False,0
(Preprocessed) breed_organized_with_images\Birman\train\Birman_170.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_54.jpg,Birman,yorkshire_terrier,False,0
(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_59.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_149.jpg,Egyptian_Mau,staffordshire_bull_terrier,False,0
(Preprocessed) breed_organized_with_images\pug\train\pug_80.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_107.jpg,pug,samoyed,False,0
(Preprocessed) breed_organized_with_images\pug\train\pug_84.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_182.jpg,pug,japanese_chin,False,0
(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_90.jpg,(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_153.jpg,leonberger,Ragdoll,False,0
(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_127.jpg,(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_128.jpg,yorkshire_terrier,scottish_terrier,False,0
(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_1.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_181.jpg,miniature_pinscher,american_bulldog,False,0
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_108.jpg,(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_251.jpg,shiba_inu,Sphynx,False,0
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_16.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_189.jpg,British_Shorthair,newfoundland,False,0
(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_124.jpg,(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_168.jpg,keeshond,Abyssinian,False,0
(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_8.jpg,(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_97.jpg,leonberger,scottish_terrier,False,0
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_106.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_63.jpg,shiba_inu,British_Shorthair,False,0
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_250.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_81.jpg,Siamese,samoyed,False,0
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_191.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_87.jpg,english_setter,Siamese,False,0
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_53.jpg,(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_55.jpg,staffordshire_bull_terrier,chihuahua,False,0
(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_10.jpg,(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_158.jpg,scottish_terrier,Bengal,False,0
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_93.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_80.jpg,British_Shorthair,pomeranian,False,0
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_194.jpg,(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_137.jpg,Siamese,english_cocker_spaniel,False,0
(Preprocessed) breed_organized_with_images\pug\train\pug_33.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_124.jpg,pug,pomeranian,False,0
(Preprocessed) breed_organized_with_images\Persian\train\Persian_115.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_149.jpg,Persian,Birman,False,0
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_26.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_112.jpg,shiba_inu,american_pit_bull_terrier,False,0
(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_185.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_4.jpg,Abyssinian,staffordshire_bull_terrier,False,0
(Preprocessed) breed_organized_with_images\havanese\train\havanese_85.jpg,(Preprocessed) breed_organized_with_images\boxer\train\boxer_97.jpg,havanese,boxer,False,0
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_126.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_175.jpg,shiba_inu,pug,False,0
(Preprocessed) breed_organized_with_images\Birman\train\Birman_24.jpg,(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_133.jpg,Birman,chihuahua,False,0
(Preprocessed) breed_organized_with_images\beagle\train\beagle_85.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_26.jpg,beagle,american_bulldog,False,0
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_57.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_166.jpg,german_shorthaired,staffordshire_bull_terrier,False,0
(Preprocessed) breed_organized_with_images\pug\train\pug_167.jpg,(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_156.jpg,pug,Ragdoll,False,0
(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_132.jpg,(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_5.jpg,Sphynx,Maine_Coon,False,0
(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_10.jpg,(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_137.jpg,scottish_terrier,Bengal,False,0
(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_51.jpg,(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_149.jpg,newfoundland,miniature_pinscher,False,0
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_174.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_128.jpg,german_shorthaired,yorkshire_terrier,False,0
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_128.jpg,(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_54.jpg,english_setter,basset_hound,False,0
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_52.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_112.jpg,shiba_inu,samoyed,False,0
(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_81.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_182.jpg,Abyssinian,american_pit_bull_terrier,False,0
(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_14.jpg,(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_70.jpg,Sphynx,great_pyrenees,False,0
(Preprocessed) breed_organized_with_images\beagle\train\beagle_90.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_104.jpg,beagle,pomeranian,False,0
(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_182.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_50.jpg,miniature_pinscher,shiba_inu,False,0
(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_24.jpg,(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_88.jpg,Bengal,english_cocker_spaniel,False,0
(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_20.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_158.jpg,great_pyrenees,german_shorthaired,False,0
(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_107.jpg,(Preprocessed) breed_organized_with_images\beagle\train\beagle_145.jpg,Maine_Coon,beagle,False,0
(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_154.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_61.jpg,pomeranian,american_bulldog,False,0
(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_175.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_64.jpg,english_cocker_spaniel,Siamese,False,0
(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_165.jpg,(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_80.jpg,saint_bernard,great_pyrenees,False,0
(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_93.jpg,(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_61.jpg,chihuahua,saint_bernard,False,0
(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_185.jpg,(Preprocessed) breed_organized_with_images\boxer\train\boxer_86.jpg,chihuahua,boxer,False,0
(Preprocessed) breed_organized_with_images\Persian\train\Persian_170.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_75.jpg,Persian,samoyed,False,0
(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_52.jpg,(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_125.jpg,pomeranian,basset_hound,False,0
(Preprocessed) breed_organized_with_images\Birman\train\Birman_39.jpg,(Preprocessed) breed_organized_with_images\havanese\train\havanese_17.jpg,Birman,havanese,False,0
(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_65.jpg,(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_80.jpg,saint_bernard,miniature_pinscher,False,0
(Preprocessed) breed_organized_with_images\Birman\train\Birman_46.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_49.jpg,Birman,shiba_inu,False,0
(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_133.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_3.jpg,Abyssinian,pomeranian,False,0
(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_24.jpg,(Preprocessed) breed_organized_with_images\boxer\train\boxer_124.jpg,leonberger,boxer,False,0
(Preprocessed) breed_organized_with_images\Persian\train\Persian_111.jpg,(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_78.jpg,Persian,great_pyrenees,False,0
(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_195.jpg,(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_80.jpg,english_cocker_spaniel,miniature_pinscher,False,0
(Preprocessed) breed_organized_with_images\Persian\train\Persian_51.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_127.jpg,Persian,samoyed,False,0
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_130.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_132.jpg,german_shorthaired,newfoundland,False,0
(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_260.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_130.jpg,Ragdoll,german_shorthaired,False,0
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_27.jpg,(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_21.jpg,english_setter,Russian_Blue,False,0
(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_1.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_174.jpg,wheaten_terrier,newfoundland,False,0
(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_49.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_149.jpg,Sphynx,yorkshire_terrier,False,0
(Preprocessed) breed_organized_with_images\pug\train\pug_7.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_49.jpg,pug,Siamese,False,0
(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_37.jpg,(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_178.jpg,miniature_pinscher,saint_bernard,False,0
(Preprocessed) breed_organized_with_images\Birman\train\Birman_132.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_87.jpg,Birman,newfoundland,False,0
(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_186.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_27.jpg,Maine_Coon,german_shorthaired,False,0
(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_51.jpg,(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_75.jpg,Maine_Coon,basset_hound,False,0
(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_112.jpg,(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_139.jpg,pomeranian,basset_hound,False,0
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_42.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_178.jpg,staffordshire_bull_terrier,shiba_inu,False,0
(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_48.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_133.jpg,Ragdoll,american_bulldog,False,0
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_80.jpg,(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_92.jpg,shiba_inu,keeshond,False,0
(Preprocessed) breed_organized_with_images\havanese\train\havanese_92.jpg,(Preprocessed) breed_organized_with_images\boxer\train\boxer_127.jpg,havanese,boxer,False,0
(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_44.jpg,(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_63.jpg,scottish_terrier,miniature_pinscher,False,0
(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_87.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_92.jpg,miniature_pinscher,newfoundland,False,0
(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_1.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_191.jpg,basset_hound,japanese_chin,False,0
(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_7.jpg,(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_126.jpg,samoyed,chihuahua,False,0
(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_25.jpg,(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_166.jpg,Bombay,wheaten_terrier,False,0
(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_137.jpg,(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_84.jpg,samoyed,Egyptian_Mau,False,0
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_249.jpg,(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_198.jpg,Siamese,miniature_pinscher,False,0
(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_146.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_7.jpg,basset_hound,japanese_chin,False,0
(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_81.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_142.jpg,leonberger,Birman,False,0
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_41.jpg,(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_92.jpg,British_Shorthair,Russian_Blue,False,0
(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_48.jpg,(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_195.jpg,miniature_pinscher,english_cocker_spaniel,False,0
(Preprocessed) breed_organized_with_images\Birman\train\Birman_62.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_74.jpg,Birman,newfoundland,False,0
(Preprocessed) breed_organized_with_images\Birman\train\Birman_69.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_48.jpg,Birman,yorkshire_terrier,False,0
(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_195.jpg,(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_156.jpg,Egyptian_Mau,Abyssinian,False,0
(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_85.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_59.jpg,Maine_Coon,newfoundland,False,0
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_130.jpg,(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_46.jpg,german_shorthaired,english_setter,False,0
(Preprocessed) breed_organized_with_images\beagle\train\beagle_81.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_84.jpg,beagle,Birman,False,0
(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_109.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_185.jpg,saint_bernard,shiba_inu,False,0
(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_39.jpg,(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_263.jpg,leonberger,Ragdoll,False,0
(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_17.jpg,(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_72.jpg,samoyed,english_setter,False,0
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_97.jpg,(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_132.jpg,Siamese,Abyssinian,False,0
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_49.jpg,(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_170.jpg,german_shorthaired,Sphynx,False,0
(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_138.jpg,(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_100.jpg,Ragdoll,great_pyrenees,False,0
(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_108.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_47.jpg,wheaten_terrier,yorkshire_terrier,False,0
(Preprocessed) breed_organized_with_images\pug\train\pug_14.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_49.jpg,pug,american_bulldog,False,0
(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_90.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_160.jpg,american_bulldog,Siamese,False,0
(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_49.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_168.jpg,leonberger,japanese_chin,False,0
(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_64.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_90.jpg,leonberger,yorkshire_terrier,False,0
(Preprocessed) breed_organized_with_images\Birman\train\Birman_149.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_107.jpg,Birman,pomeranian,False,0
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_57.jpg,(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_69.jpg,staffordshire_bull_terrier,leonberger,False,0
